time_s,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,orient_0,orient_1,orient_2,orient_3,accel_0,accel_1,accel_2,gyro_0,gyro_1,gyro_2,pose,rssi
7.1,-1.406,-27.988,7.706,-0.2,38.287,-5.065,23.36,-25.342,-0.1028,0.0722,0.1084,-0.0957,0.0072,-0.4145,-0.0544,0.1674,-0.087,-0.0498,rest,-55
7.12,-22.596,-12.967,35.162,1.458,-20.046,-6.295,-31.949,-20.283,0.136,-0.0142,0.1891,-0.0095,-0.0108,0.1923,-0.8018,0.041,-0.0098,0.2972,rest,-55
7.14,19.294,-22.674,24.843,-5.246,-18.089,3.942,-4.055,30.769,0.0341,0.0206,0.0901,0.1093,0.2351,0.4258,0.1826,0.0335,0.2478,-0.0182,rest,-55
7.16,0.665,34.432,32.438,-0.164,-9.071,29.263,16.008,6.312,-0.0322,0.0332,-0.0022,-0.0664,0.0387,0.0796,-0.1126,0.1808,0.2578,0.194,rest,-55
7.18,-5.525,15.116,1.559,-24.715,13.455,2.923,51.871,29.145,0.0711,0.0249,0.0164,-0.1004,-0.5217,-0.2618,-0.0143,-0.4211,-0.1089,-0.0495,rest,-55
7.2,-4.309,-13.234,-6.83,34.478,13.243,-11.206,-1.367,-0.566,-0.0768,-0.0769,0.1011,-0.042,-0.3284,-0.0129,0.0354,-0.3945,-0.0081,0.1736,rest,-55
7.22,9.025,44.596,25.022,28.979,56.002,15.163,3.261,19.475,-0.0559,0.0108,-0.0648,0.0398,-0.1956,-0.2061,0.124,-0.0275,-0.3855,-0.2911,rest,-55
7.24,-22.945,-17.659,8.288,4.379,21.306,15.056,21.438,12.168,0.021,0.1099,0.0919,0.0376,0.3813,-0.7037,-0.0871,-0.0612,0.2305,0.3143,rest,-55
7.26,-29.004,28.223,-23.429,-22.824,-4.686,-6.364,-31.168,12.998,0.0679,0.1054,-0.0433,-0.004,-0.0091,0.5064,-0.8503,-0.1914,0.0011,-0.2171,rest,-55
7.28,-5.166,-2.522,-13.154,1.289,12.563,-4.725,-9.064,-3.315,-0.0007,-0.174,0.0462,-0.0451,0.3785,0.1773,0.351,-0.2022,-0.0743,-0.2485,rest,-55
7.3,-14.104,25.042,29.75,-22.963,-9.166,-1.524,11.712,-35.196,-0.1603,0.049,-0.1949,-0.0447,0.0486,0.1247,-0.0425,-0.0732,0.1689,0.057,rest,-55
7.32,-12.94,0.754,7.663,34.365,15.726,24.291,-12.212,-10.484,-0.0235,-0.0144,-0.1008,0.1266,0.265,-0.0917,0.1925,0.0446,0.144,-0.2689,rest,-55
7.34,-2.913,-1.161,12.473,-12.569,-49.999,-21.634,-1.221,1.278,0.1684,0.0583,0.0082,-0.0032,0.3313,-0.177,-0.0421,-0.2179,0.2838,0.0785,rest,-55
7.36,-14.15,-2.289,10.193,-5.014,-10.689,-13.085,6.779,-7.161,-0.0454,-0.1336,0.0078,-0.0181,-0.0965,0.0596,0.2244,0.1403,0.1105,-0.0481,rest,-55
7.38,-11.34,-20.878,-11.863,0.393,-15.726,1.921,-19.309,-33.22,0.0819,-0.0474,-0.0837,-0.1094,0.1269,0.4125,-0.1209,-0.0431,0.2143,-0.3621,rest,-55
7.4,39.337,48.882,-54.127,-1.95,-14.379,-5.295,-8.368,16.235,-0.0113,-0.0911,-0.0172,0.0515,-0.3551,-0.4939,0.5978,-0.1285,-0.0275,-0.0796,rest,-55
7.42,10.962,35.456,11.599,-30.367,-27.682,-7.979,-5.365,-34.439,0.0819,-0.1086,0.1493,0.1821,-0.0745,0.1317,-0.3696,0.1247,-0.0996,-0.2174,rest,-55
7.44,-5.787,-9.315,-6.503,18.994,-15.706,34.7,-26.501,32.309,-0.1017,-0.0001,-0.049,-0.0344,0.2404,0.4499,0.3572,-0.081,0.0369,-0.1564,rest,-55
7.46,-19.831,-22.926,-8.751,4.992,-38.236,-0.927,30.321,22.438,-0.0585,-0.1397,0.046,-0.2317,0.333,-0.0641,0.5494,-0.3454,0.1836,-0.0201,rest,-55
7.48,-6.621,-27.397,11.915,13.523,35.703,20.161,-11.878,-20.077,-0.1368,0.1473,-0.0778,0.148,0.1575,0.099,-0.0921,0.1321,-0.0031,-0.0738,rest,-55
7.5,13.92,-2.879,-15.967,11.997,-1.28,9.778,-9.077,-24.182,0.1735,0.1547,0.0884,-0.0388,-0.0901,0.4147,-0.1061,-0.1265,0.3744,-0.0095,rest,-55
7.52,35.369,-27.968,10.364,41.422,0.595,-5.28,-23.355,21.647,-0.077,-0.0095,-0.1235,0.1557,0.3465,-0.0095,-0.3462,0.3072,-0.0732,-0.221,rest,-55
7.54,-35.242,-12.919,-29.093,-12.456,14.888,-7.508,7.114,-14.467,0.0065,0.1921,-0.0348,0.0384,-0.4697,0.456,-0.1432,0.2101,-0.0246,0.1223,rest,-55
7.56,13.42,-9.049,21.838,-15.18,15.559,-7.804,6.991,-9.24,0.005,-0.1075,0.0248,0.0044,-0.162,-0.0165,0.0402,-0.1233,-0.0258,-0.2011,rest,-55
7.58,46.915,21.182,5.462,23.442,-39.585,-51.154,-7.986,-27.571,-0.0237,0.0206,0.092,-0.1138,0.1199,0.0043,0.1043,-0.104,0.2766,-0.0207,rest,-55
7.6,35.484,-15.808,14.857,-1.193,-6.555,12.646,-5.983,-53.239,-0.3063,0.1272,0.123,0.1887,-0.0053,-0.3878,-0.1259,0.0023,-0.2014,0.3297,rest,-55
7.62,44.79,9.566,-0.217,-25.899,30.929,1.526,-5.783,9.623,-0.0586,0.0147,-0.1442,0.1087,-0.0313,0.3476,-0.0603,-0.0272,-0.2425,0.152,rest,-55
7.64,-17.517,-9.728,0.021,2.424,-34.122,-4.616,15.905,-7.567,-0.0225,0.0162,-0.0126,-0.1031,-0.0109,0.2982,-0.3154,-0.0749,-0.2763,0.1883,rest,-55
7.66,-1.847,-17.004,1.845,-24.072,-20.67,-29.203,-21.336,27.147,-0.0733,0.0466,-0.0836,0.076,-0.3078,0.0118,0.0159,0.4656,0.1261,-0.1186,rest,-55
7.68,13.701,42.763,-32.593,-16.85,-4.738,-8.342,-6.655,-26.085,0.1404,-0.1423,-0.02,0.1046,-0.0091,-0.2938,-0.4046,-0.046,-0.1514,0.041,rest,-55
7.7,-28.029,16.261,2.311,3.797,28.822,-8.756,-14.516,-10.955,-0.0193,-0.0091,-0.0831,-0.2023,-0.1683,0.1079,0.0409,0.2399,0.3911,0.1519,rest,-55
7.72,27.65,15.335,34.198,37.017,19.023,14.128,-4.105,-0.827,-0.0338,0.0621,-0.072,-0.0191,-0.7066,0.5169,-0.0661,0.0911,0.2916,0.0601,rest,-55
7.74,28.887,-24.835,47.948,21.742,4.184,28.502,-23.373,-5.772,0.1444,-0.1867,0.056,0.0532,0.5908,-0.4749,0.4829,-0.1119,-0.0894,-0.2444,rest,-55
7.76,-21.757,8.07,-22.247,14.806,-13.259,-24.261,-10.556,6.734,-0.0277,0.0034,0.0696,0.1082,-0.093,-0.3133,0.0228,0.0941,-0.2921,-0.1781,rest,-55
7.78,-14.384,-4.156,-15.221,14.141,-32.103,-31.594,-6.678,-3.513,-0.1455,-0.0607,-0.0401,-0.0393,0.0456,-0.1985,0.4434,0.0976,-0.1614,0.0189,rest,-55
7.8,2.48,24.294,-12.008,15.347,0.837,29.831,25.818,3.94,-0.0262,0.0507,-0.018,0.168,0.0235,-0.1217,-0.1379,-0.2426,0.1113,-0.164,rest,-55
7.82,21.963,-25.859,2.545,23.004,-43.045,40.365,-8.506,2.822,0.0571,0.0726,0.0274,0.0997,0.1557,0.5283,0.1567,0.3929,0.1802,-0.3612,rest,-55
7.84,52.222,-11.487,29.911,0.536,21.222,-13.77,12.515,-5.064,0.1579,0.0439,0.0936,-0.2164,-0.0257,0.1232,0.0671,0.1922,-0.0732,0.0098,rest,-55
7.86,23.625,-45.574,11.787,-6.678,-18.246,6.731,24.549,20.783,-0.0135,0.0876,0.0868,-0.0087,-0.2079,-0.1906,0.2514,-0.0084,-0.2092,-0.337,rest,-55
7.88,16.637,-10.936,6.608,24.794,-26.178,-0.903,-3.414,7.595,0.1239,-0.1329,0.057,0.1032,-0.0559,-0.0412,0.1255,0.069,0.1165,0.1123,rest,-55
7.9,-19.639,19.805,23.336,3.722,-29.883,-2.295,3.888,-22.892,-0.036,-0.1409,0.0607,0.0166,-0.4937,0.1054,-0.017,0.1033,-0.0783,-0.1603,rest,-55
7.92,-15.417,-10.763,0.377,2.959,-3.814,-8.466,-7.028,50.154,-0.0771,-0.0558,0.3294,0.0421,-0.414,0.2528,-0.273,0.1818,-0.0422,-0.088,rest,-55
7.94,32.183,11.328,19.46,8.698,-8.889,12.227,24.184,2.695,0.1802,0.085,0.0212,0.0251,0.0412,-0.3754,-0.027,0.0442,-0.0832,0.0675,rest,-55
7.96,0.426,15.474,13.262,3.343,-27.344,35.814,-2.838,-1.618,-0.0343,-0.0488,0.1544,0.1386,0.1333,-0.0323,0.1857,0.0148,-0.038,0.0676,rest,-55
7.98,-8.823,5.045,4.084,12.059,-12.383,14.203,-18.126,-11.451,-0.0529,-0.1072,0.1016,-0.0969,-0.2097,0.3766,-0.1712,-0.0376,-0.2024,0.1666,rest,-55
8.0,16.935,14.779,10.751,1.472,-10.488,-16.299,25.798,15.296,-0.0693,0.004,-0.03,-0.1128,0.0533,-0.1246,-0.2858,-0.2958,-0.3128,-0.0743,rest,-55
8.02,-1.702,-17.506,13.015,-1.311,11.538,-3.658,-15.742,2.282,-0.1263,0.0539,-0.0937,0.0918,-0.1015,0.3188,-0.3368,-0.1356,0.0762,0.2341,rest,-55
8.04,33.332,0.827,36.755,-5.793,21.975,-18.844,8.404,-46.834,-0.1122,0.0467,-0.1312,0.0427,0.2719,-0.1504,-0.2907,-0.0948,-0.1932,-0.0202,rest,-55
8.06,2.042,-6.12,33.487,-14.388,27.829,-20.825,1.456,23.662,0.1131,-0.042,0.0555,0.0421,-0.162,0.1848,0.5587,0.0943,0.1133,0.1344,rest,-55
8.08,-29.22,9.204,-20.335,-11.798,43.239,-5.065,-14.803,23.052,-0.0948,-0.0447,0.1249,0.0043,-0.4685,0.1632,-0.1189,0.308,-0.1212,0.2102,rest,-55
8.1,35.514,-17.019,-3.864,7.773,-17.147,5.406,-4.498,-4.901,0.0049,0.0071,0.0164,-0.0599,-0.1666,-0.0356,-0.0134,-0.0878,0.0648,-0.363,rest,-55
8.12,-14.609,-5.599,-17.122,32.584,0.377,3.535,-9.665,-0.316,-0.1215,-0.017,-0.0937,-0.0277,-0.768,-0.3384,0.4392,0.1661,0.2638,0.2775,rest,-55
8.14,13.46,-9.057,-20.745,22.935,1.291,49.88,-7.302,39.458,-0.0157,0.1336,0.1697,-0.1023,-0.1455,-0.3099,-0.369,0.1334,-0.0393,0.0105,rest,-55
8.16,11.125,-37.148,25.735,-6.982,10.648,12.414,27.416,-2.097,-0.2124,0.0057,0.0201,-0.1034,0.0442,-0.1083,-0.4028,0.1343,-0.1127,-0.0813,rest,-55
8.18,-9.252,24.71,-0.818,1.582,-8.813,9.257,26.986,12.957,0.0687,0.0606,-0.138,-0.0876,-0.0615,-0.2178,-0.3194,-0.3744,-0.2693,-0.0513,rest,-55
8.2,-1.389,-15.861,1.579,-8.677,21.811,-3.233,13.927,4.064,-0.1402,-0.0091,-0.1236,-0.0108,-0.2235,0.1146,-0.4027,0.0029,0.1145,0.1815,rest,-55
8.22,-15.283,0.355,3.683,30.943,-29.627,-18.222,56.089,-5.462,-0.1891,-0.0583,-0.2769,0.0241,0.2429,-0.2735,-0.1412,0.1847,-0.35,-0.2643,rest,-55
8.24,-4.562,-15.047,-5.877,-25.275,4.286,-2.985,10.984,4.008,0.0207,-0.1446,0.0493,-0.0331,-0.05,0.3145,-0.2158,0.2702,0.2889,0.1506,rest,-55
8.26,-19.612,-43.726,21.577,2.228,-14.904,23.471,-17.231,-8.483,0.0525,-0.1114,-0.0109,0.1089,0.0633,0.3742,0.3401,0.0015,-0.4673,-0.2212,rest,-55
8.28,15.267,-31.005,-6.534,6.77,29.391,-11.5,-12.87,-1.049,0.0351,-0.0154,0.1049,-0.0799,0.036,0.1336,-0.1201,0.1679,0.0298,0.1578,rest,-55
8.3,3.882,7.528,-12.648,-12.615,24.488,12.71,-20.459,3.617,-0.2374,-0.0574,0.0961,-0.0125,0.0354,-0.9049,-0.1177,0.0677,0.0931,0.1925,rest,-55
8.32,-4.205,-3.313,-26.642,-4.09,-25.232,-36.957,-21.704,30.174,-0.0271,0.022,-0.0513,-0.1791,0.2808,-0.6517,-0.1664,-0.0109,0.0461,-0.1453,rest,-55
8.34,-36.759,-16.022,-14.975,-15.462,19.401,-24.272,6.02,3.166,0.096,-0.0133,0.0791,-0.0172,0.1303,-0.4509,-0.7915,0.0755,0.0862,0.0951,rest,-55
8.36,-10.499,29.794,-9.198,8.418,11.893,34.375,-6.341,-13.064,-0.1498,0.1552,0.0421,0.0453,0.935,0.0975,-0.3907,-0.0392,-0.195,-0.0792,rest,-55
8.38,-8.052,-11.74,-27.866,31.85,5.977,-4.509,15.153,9.421,0.0276,0.0685,0.0134,0.067,0.2259,0.0488,-0.0661,0.3061,-0.0956,0.0783,rest,-55
8.4,8.278,-12.191,-16.156,-7.077,-9.844,-29.163,-13.03,5.324,0.1266,0.0554,-0.26,0.0641,-0.1674,0.1359,-0.0042,-0.0385,-0.0204,-0.0045,rest,-55
8.42,26.888,-0.393,21.711,18.798,13.341,-35.732,22.333,-9.158,0.0716,-0.0973,-0.1185,0.1976,-0.2871,0.3438,0.0355,-0.084,-0.009,-0.2602,rest,-55
8.44,-0.275,-21.655,-7.909,18.506,5.084,-29.643,17.03,-0.142,-0.0542,0.0747,-0.0167,-0.1166,0.5543,-0.0052,-0.0244,-0.081,0.236,-0.105,rest,-55
8.46,-30.9,-13.574,26.535,16.643,-5.1,27.465,14.959,-5.332,-0.0166,0.0329,-0.0832,0.0005,0.0926,-0.5061,-0.0568,-0.0606,0.2056,-0.3689,rest,-55
8.48,-7.63,-9.635,19.201,-0.871,35.922,13.244,-8.204,4.793,-0.0354,0.0859,-0.1332,-0.0824,0.1367,0.3677,-0.6606,0.2749,-0.028,-0.3768,rest,-55
8.5,-60.035,-30.588,-0.394,-1.318,12.664,-10.99,-22.161,-8.262,0.0034,0.0231,-0.0789,0.0901,-0.1864,-0.2609,-0.1627,0.215,-0.0266,-0.1389,rest,-55
8.52,18.522,42.855,4.194,24.677,20.722,-12.113,0.533,-25.651,-0.0205,-0.0626,-0.0403,-0.075,-0.0861,0.1597,-0.0358,-0.3729,-0.1492,-0.3039,rest,-55
8.54,4.881,10.066,5.131,-15.748,4.937,-9.402,-22.765,14.839,0.0818,0.0949,-0.0608,0.1179,-0.1481,0.1961,-0.1533,-0.0448,-0.4842,-0.0604,rest,-55
8.56,1.822,-8.201,35.124,-23.249,-11.272,-18.097,-11.276,20.628,0.1478,-0.0701,-0.0723,-0.1157,0.3919,0.3363,-0.0318,-0.2792,-0.2613,0.0341,rest,-55
8.58,10.987,-41.323,-6.426,32.366,-4.35,29.793,12.981,-21.686,-0.0293,-0.0129,-0.0953,-0.097,0.452,-0.2932,0.3235,-0.0873,-0.0051,0.1124,rest,-55
8.6,-11.971,11.358,-40.929,8.794,-49.371,-4.537,17.085,12.446,-0.1298,-0.117,-0.0689,0.0186,-0.6096,-0.004,0.0934,-0.0566,0.1051,0.0447,rest,-55
8.62,-10.833,-38.724,2.668,-19.062,-11.567,9.582,28.347,-0.761,0.0554,-0.1444,0.0246,-0.006,0.3688,-0.1621,-0.0725,0.2118,-0.0184,-0.2218,rest,-55
8.64,51.033,-21.572,-1.294,6.934,5.352,-3.795,-3.695,-4.699,-0.1116,0.215,-0.022,0.0597,-0.1004,-0.1064,-0.1366,-0.31,-0.0321,-0.0814,rest,-55
8.66,23.43,-23.934,-11.543,-17.969,28.851,-17.388,11.246,19.403,-0.0146,-0.1377,-0.1364,0.086,-0.3782,0.1176,0.0343,0.0754,0.0943,-0.1867,rest,-55
8.68,-19.511,14.299,-12.587,-55.003,12.975,-20.725,9.343,27.856,0.0017,0.0996,0.0154,0.1587,-0.3186,-0.0025,0.2019,-0.0381,0.2304,-0.0864,rest,-55
8.7,41.387,42.444,5.641,11.052,23.833,-23.744,-26.24,25.128,0.0274,-0.0227,0.0011,-0.2386,-0.0572,-0.2259,0.2754,0.199,0.1153,0.0791,rest,-55
8.72,-29.947,11.813,12.588,24.904,42.364,-33.851,-7.77,-14.845,0.0173,0.0013,-0.0234,0.1028,-0.3304,-0.3123,-0.3073,-0.0721,-0.2457,-0.0097,rest,-55
8.74,-3.31,-15.73,17.475,-1.19,21.253,-3.901,-0.484,-11.256,-0.0007,0.0712,-0.0411,0.0518,-0.2438,0.2277,-0.174,0.1703,0.0122,0.3042,rest,-55
8.76,-23.081,-29.524,-12.324,-27.692,-27.655,12.431,-0.084,-9.594,-0.0387,-0.0597,0.165,-0.0736,-0.3966,0.2388,-0.0647,0.4078,-0.1052,0.1692,rest,-55
8.78,21.644,-10.427,-14.858,14.827,11.498,-28.212,-22.569,-50.729,0.0595,-0.0262,-0.0162,-0.1691,-0.3294,-0.1434,-0.2017,0.0236,0.1167,0.4539,rest,-55
8.8,-0.4,22.308,-16.599,-33.499,-7.046,-31.954,0.293,-15.609,-0.1954,0.1736,-0.0538,-0.1638,0.2695,-0.2186,0.327,-0.1467,-0.1082,0.069,rest,-55
8.82,11.864,15.37,-1.795,10.572,14.913,4.011,-2.853,-28.906,0.0599,0.0042,-0.0414,0.1278,-0.4284,0.4932,-0.0067,0.0635,-0.079,-0.3334,rest,-55
8.84,-2.792,6.695,13.525,-3.961,-43.851,-30.833,41.04,-21.851,0.1427,-0.0934,-0.0182,0.0625,-0.2461,0.4777,0.0227,0.0922,-0.0535,0.1317,rest,-55
8.86,31.576,-2.626,34.594,-12.232,15.282,9.782,-21.372,4.276,0.0007,-0.0853,0.0358,0.0146,-0.0218,-0.0206,-0.027,-0.0735,0.028,-0.1288,rest,-55
8.88,53.136,-28.187,-11.695,-10.115,40.81,-26.403,8.518,4.968,0.0334,0.1236,0.1216,-0.0451,0.0582,-0.5592,0.0297,-0.1588,-0.0373,-0.3371,rest,-55
8.9,8.097,-33.931,2.966,-24.53,-16.993,23.095,11.758,22.984,0.156,-0.0773,0.1499,-0.1466,0.2238,-0.148,-0.2791,0.1229,0.189,0.1831,rest,-55
8.92,4.297,2.639,10.537,6.075,10.827,4.08,16.856,-32.544,-0.0131,-0.1384,0.0277,0.1642,-0.1422,0.0382,0.2269,-0.4135,-0.1044,0.0729,rest,-55
8.94,-57.94,-19.536,22.017,20.06,7.486,17.644,4.302,11.108,-0.0316,0.0116,-0.0632,0.1263,0.4565,0.414,-0.1224,-0.1908,0.2554,0.1088,rest,-55
8.96,6.572,-12.673,8.513,-21.706,12.681,27.578,32.621,14.17,-0.1382,0.0197,0.214,-0.0869,-0.0178,0.4241,0.1851,0.496,-0.1466,-0.198,rest,-55
8.98,24.483,-23.918,-3.935,-1.313,20.72,12.285,9.141,-8.049,0.1215,0.4026,0.0691,0.01,-0.3894,-0.1912,-0.0641,-0.1069,-0.0032,0.3556,rest,-55
9.0,24.943,-3.177,-24.166,26.747,-0.981,-34.53,14.249,20.514,-0.2426,-0.0825,-0.011,0.0735,-0.1547,-0.2496,0.2182,-0.0937,0.1084,-0.2223,rest,-55
9.02,-27.047,15.105,5.05,18.449,-10.652,-15.902,27.214,-30.459,0.1251,0.1321,0.086,-0.0688,-0.245,-0.063,-0.3885,-0.1923,0.1289,0.1299,rest,-55
9.04,-20.991,13.522,9.086,30.198,11.383,21.172,9.542,19.599,-0.1287,-0.0122,-0.0039,-0.0244,0.1332,0.1903,0.1177,-0.0354,-0.1471,0.2194,rest,-55
9.06,6.995,-20.372,-3.874,-34.866,0.707,-3.968,-11.489,31.692,-0.1156,0.0706,0.2187,0.1077,-0.0095,-0.3402,-0.4086,-0.0823,-0.1374,-0.1439,rest,-55
9.08,-6.526,-2.045,9.704,-24.756,-13.645,-3.193,-3.91,36.728,0.0232,-0.1614,0.0418,0.0546,-0.0375,-0.364,0.5274,-0.214,0.1322,0.04,rest,-55
9.1,12.016,34.137,11.233,-11.173,22.12,-12.622,3.271,-25.862,-0.1033,0.0051,0.0368,-0.1702,0.1492,-0.2458,0.3839,-0.0704,-0.2247,0.0152,rest,-55
9.12,-18.325,25.379,0.011,-3.034,11.836,-20.099,-25.783,8.167,-0.11,-0.11,0.0837,0.0525,-0.3761,-0.1857,-0.2711,0.3553,0.1812,-0.0842,rest,-55
9.14,11.524,-27.124,-13.453,2.097,9.045,-1.949,4.96,1.567,-0.0164,-0.0296,-0.0426,0.0232,0.1232,0.0595,-0.3536,-0.1998,0.0798,0.2943,rest,-55
9.16,3.048,-8.233,4.487,-22.736,26.179,3.732,-13.389,-3.336,-0.0527,0.1312,-0.0202,0.0155,0.1721,-0.2222,0.0581,0.0549,-0.3108,0.0505,rest,-55
9.18,-0.915,2.599,0.713,5.183,26.747,-23.59,-6.843,13.332,0.0481,0.0459,0.2754,0.0614,0.3393,-0.0921,-0.2979,-0.0629,0.1424,0.0814,rest,-55
9.2,8.065,-4.287,-7.476,-3.597,14.49,16.815,-20.125,15.247,-0.0651,0.0469,-0.0192,0.1566,-0.1254,0.0536,0.182,-0.1748,-0.0146,-0.0533,rest,-55
9.22,-10.276,-8.794,22.24,-11.971,11.328,6.292,-27.94,10.383,-0.1414,0.0628,-0.0507,0.0008,-0.3883,0.0367,0.2781,-0.1614,-0.1214,0.0909,rest,-55
9.24,9.592,-48.684,40.308,10.571,13.938,-2.871,-37.107,13.494,-0.0565,0.0544,-0.0219,0.0238,-0.2325,0.2593,-0.3565,0.4491,0.4476,0.3265,rest,-55
9.26,25.51,-1.691,23.331,-1.924,-31.07,30.064,22.576,-0.627,-0.1225,-0.0586,-0.1821,0.0945,-0.481,0.086,-0.2531,-0.2853,0.0477,-0.0668,rest,-55
9.28,16.764,-25.352,-15.146,-47.753,-43.687,35.964,41.672,1.855,-0.0824,-0.0298,0.0874,-0.0514,0.0713,-0.0038,-0.1706,-0.1052,0.0587,-0.1954,rest,-55
9.3,9.035,-9.432,2.547,27.679,-3.364,18.396,-35.841,-9.407,0.0028,0.1923,-0.196,-0.0096,0.437,-0.2355,-0.0639,0.0663,0.0369,0.3132,rest,-55
9.32,8.969,26.555,-7.2,-14.811,-4.514,-23.182,9.67,-7.718,-0.0672,0.0499,-0.1144,0.0771,-0.1435,0.3477,-0.1178,0.1264,0.0359,0.1488,rest,-55
9.34,2.199,-33.268,20.176,-1.754,15.79,13.805,-15.466,-18.296,0.0655,-0.0303,0.0936,-0.0178,0.307,0.127,0.0864,-0.0748,0.0465,0.2386,rest,-55
9.36,-1.084,10.623,0.927,2.492,34.468,24.035,1.588,4.289,-0.0702,-0.0173,0.0309,0.0851,0.2248,-0.3328,0.2931,-0.0178,-0.1974,0.2673,rest,-55
9.38,29.266,5.275,14.176,15.349,27.915,14.561,-26.554,40.196,0.1066,-0.051,-0.103,0.0505,-0.0835,0.099,0.223,-0.1133,-0.2232,0.0772,rest,-55
9.4,-10.668,2.922,-26.867,-5.044,14.299,12.119,-15.767,-23.365,0.0016,0.0561,0.0405,-0.0512,0.0893,0.4507,0.0615,-0.3266,0.0406,0.4088,rest,-55
9.42,-25.748,0.594,-4.527,1.918,3.885,22.799,1.696,25.545,-0.0118,-0.035,-0.0669,-0.1817,0.0827,0.6162,0.1375,0.1373,-0.0826,-0.0489,rest,-55
9.44,19.693,40.174,29.759,16.105,0.703,4.194,-15.07,-28.963,-0.1127,0.005,-0.0292,-0.1469,-0.0112,-0.0955,-0.3519,-0.074,-0.0642,-0.1233,rest,-55
9.46,18.533,-38.058,-39.716,0.066,1.923,8.084,-10.779,-18.358,-0.0007,-0.0442,0.1551,-0.0324,-0.016,0.7426,-0.0584,0.1112,0.1293,0.1463,rest,-55
9.48,5.79,3.877,2.007,-11.52,6.51,40.573,24.214,6.078,0.0856,-0.0869,-0.0261,0.0948,0.4462,-0.2313,-0.1451,0.4363,0.0193,0.3647,rest,-55
9.5,4.137,4.924,-6.11,18.851,27.156,-20.7,-7.049,18.302,-0.013,-0.0493,0.101,0.1103,-0.1349,0.0637,-0.3625,-0.1791,0.0248,0.0063,rest,-55
9.52,-19.338,-14.319,-21.301,9.101,-39.353,-20.232,-37.259,8.38,-0.1803,0.0032,0.164,0.1673,-0.5418,0.0895,-0.2967,-0.2386,-0.0227,0.2457,rest,-55
9.54,11.993,-14.303,14.101,-44.874,-15.059,-16.478,1.566,-4.057,-0.0141,-0.0175,0.0022,0.054,0.0448,-0.0853,0.1205,0.1652,-0.1112,-0.0119,rest,-55
9.56,23.238,-22.055,36.094,-26.783,-6.907,-19.004,43.759,-10.067,-0.0501,-0.0371,0.0096,-0.0328,-0.0399,-1.0588,0.0171,0.0036,0.2077,0.2618,rest,-55
9.58,-3.754,16.325,-22.031,15.347,-11.45,-23.694,-3.712,28.009,0.0181,0.1496,-0.0749,0.1048,-0.1956,0.0676,0.065,0.1323,0.0501,-0.1478,rest,-55
9.6,17.606,34.633,-11.676,-36.705,9.986,-6.624,-2.622,11.124,-0.0456,-0.0269,-0.01,0.147,0.009,-0.3707,-0.3588,0.0278,-0.2259,-0.3125,rest,-55
9.62,12.711,13.69,-7.363,5.873,3.762,12.048,12.095,-52.116,-0.024,0.0518,-0.041,0.0036,0.2252,0.0243,0.4524,0.2254,-0.0237,-0.0396,rest,-55
9.64,-57.006,-6.53,-27.065,4.425,3.057,13.917,27.933,-0.525,0.228,0.0232,-0.131,-0.0562,-0.1118,0.1776,-0.2842,-0.0596,-0.0322,-0.0896,rest,-55
9.66,16.228,12.826,23.331,-6.621,24.051,-27.28,-27.768,-24.276,0.0009,0.1202,-0.0602,-0.0477,-0.0648,0.1718,-0.1433,-0.1067,-0.2691,-0.1143,rest,-55
9.68,23.549,1.819,-14.797,24.723,-11.704,28.399,28.072,1.12,-0.1499,0.229,0.0387,-0.0324,0.2868,0.2107,0.3933,-0.1325,0.0637,-0.2372,rest,-55
9.7,13.327,-0.459,5.62,-2.927,-5.02,-17.365,15.809,29.794,-0.0557,0.0554,0.0432,0.0008,-0.458,-0.3905,-0.2343,-0.4278,0.2816,0.0735,rest,-55
9.72,-0.599,-43.805,-36.477,-0.047,39.41,-13.973,17.276,-9.598,0.0055,0.1215,-0.0346,-0.069,0.4254,0.0137,0.3274,-0.137,0.2813,0.0547,rest,-55
9.74,8.696,2.633,-10.109,-0.034,-8.852,19.191,-4.061,-29.93,-0.1679,-0.1727,0.0618,-0.1152,0.09,0.041,-0.0194,0.0877,0.0317,-0.5419,rest,-55
9.76,-6.473,8.502,32.806,33.729,-27.263,-6.995,-31.322,30.398,0.1013,0.0351,0.0166,0.1381,0.3634,0.3474,0.137,-0.0698,0.1534,0.1632,rest,-55
9.78,-3.813,-7.025,22.666,33.282,-14.988,-5.268,7.019,9.732,-0.0522,0.1884,0.0422,0.0531,0.5277,-0.1347,-0.0265,-0.2507,-0.0345,-0.2978,rest,-55
9.8,14.957,8.4,-5.541,-2.008,15.229,-22.716,4.083,13.99,-0.1782,0.0685,-0.1674,-0.0118,-0.349,0.4294,-0.3471,-0.33,0.0267,-0.0827,rest,-55
9.82,-30.092,10.516,-39.83,-20.725,-11.504,16.044,25.909,22.056,-0.0153,-0.2427,0.0391,0.1471,0.3701,0.1389,-0.3569,-0.1051,0.3868,-0.2833,rest,-55
9.84,-22.957,18.851,-8.623,-23.635,30.559,9.221,-7.636,-22.915,0.2047,-0.0024,0.1397,0.0894,-0.1563,-0.1539,0.4339,0.2925,-0.3754,0.11,rest,-55
